Filenames,SpkID
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_1.jpg","0079"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_2.jpg","0079"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_3.jpg","0079"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_4.jpg","0079"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_5.jpg","0079"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_6.jpg","0079"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_7.jpg","0079"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_8.jpg","0079"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_9.jpg","0079"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_10.jpg","0079"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_11.jpg","0080"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_12.jpg","0080"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_13.jpg","0080"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_14.jpg","0080"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_15.jpg","0080"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_16.jpg","0080"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_17.jpg","0080"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_18.jpg","0080"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_19.jpg","0080"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_20.jpg","0080"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_21.jpg","0081"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_22.jpg","0081"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_23.jpg","0081"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_24.jpg","0081"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_25.jpg","0081"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_26.jpg","0081"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_27.jpg","0081"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_28.jpg","0081"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_29.jpg","0081"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_30.jpg","0081"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_31.jpg","0082"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_32.jpg","0082"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_33.jpg","0082"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_34.jpg","0082"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_35.jpg","0082"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_36.jpg","0082"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_37.jpg","0082"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_38.jpg","0082"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_39.jpg","0082"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_40.jpg","0082"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_41.jpg","0083"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_42.jpg","0083"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_43.jpg","0083"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_44.jpg","0083"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_45.jpg","0083"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_46.jpg","0083"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_47.jpg","0083"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_48.jpg","0083"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_49.jpg","0083"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_50.jpg","0083"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_51.jpg","0084"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_52.jpg","0084"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_53.jpg","0084"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_54.jpg","0084"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_55.jpg","0084"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_56.jpg","0084"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_57.jpg","0084"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_58.jpg","0084"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_59.jpg","0084"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_60.jpg","0084"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_61.jpg","0085"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_62.jpg","0085"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_63.jpg","0085"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_64.jpg","0085"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_65.jpg","0085"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_66.jpg","0085"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_67.jpg","0085"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_68.jpg","0085"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_69.jpg","0085"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_70.jpg","0085"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_71.jpg","0086"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_72.jpg","0086"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_73.jpg","0086"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_74.jpg","0086"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_75.jpg","0086"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_76.jpg","0086"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_77.jpg","0086"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_78.jpg","0086"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_79.jpg","0086"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_80.jpg","0086"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_81.jpg","0087"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_82.jpg","0087"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_83.jpg","0087"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_84.jpg","0087"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_85.jpg","0087"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_86.jpg","0087"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_87.jpg","0087"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_88.jpg","0087"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_89.jpg","0087"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_90.jpg","0087"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_91.jpg","0088"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_92.jpg","0088"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_93.jpg","0088"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_94.jpg","0088"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_95.jpg","0088"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_96.jpg","0088"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_97.jpg","0088"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_98.jpg","0088"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_99.jpg","0088"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_100.jpg","0088"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_101.jpg","0089"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_102.jpg","0089"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_103.jpg","0089"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_104.jpg","0089"
"/Deepspeaker/ML_AS2019/CQT/PA/datatrn/PA_T_105.jpg","0089"
